lu,lang,swefn_lu_id,gfol_lu_id,dicoenviro_lu_id,dicoinfo_lu_id,germanfn_lu_id,brasilfn_lu_id,spanishfn_lu_id,bfn_lu_id
kappe,de,,369,,,252,,,
kaputtmachen,de,,,,,348 2296,,,
kapuze,de,,370 419,,,,,,
karotte,de,,575 718,,,,,,
karriere,de,,1477 1529,,,,,,
kartoffel,de,,576 719,,,,,,
kartoffelchips,de,,577 720,,,,,,
käse,de,,578 721,,,,,,
kassieren,de,,,,,1082,,,
kategorisieren,de,,,,,1228,,,
kaufen,de,,160 180,,,1096,,,
käufer,de,,,,,1099 1105,,,
kaufhaus,de,,161 186,,,,,,
kaution,de,,,,,1251,,,
kehrblech,de,,258 306,,,,,,
kehren,de,,259 330,,,,,,
kehrschaufel,de,,260 307,,,,,,
keks,de,,579 722,,,,,,
kellner,de,,,,,1479,,,
kennen,de,,1333,,,2044,,,
kennenlernen,de,,1160 1222,,,305,,,
keramik,de,,,,,1488,,,
kern,de,,,,,1148,,,
kette,de,,435,,,1934,,,
keuchen,de,,,,,185,,,
killer,de,,,,,1884,,,
kilo,de,,,,,1403,,,
kind,de,,21 49 1079,,,,,,
kindheit,de,,22,,,,,,
kinn,de,,129,,,,,,
kippen,de,,,,,429,,,
kirsche,de,,580 723,,,,,,
kita,de,,843,,,,,,
klamotten,de,,371,,,,,,
klappen,de,,,,,420 1029,,,
klasse,de,,844 914,,,,,,
klassenzimmer,de,,845,,,,,,
klassifizieren,de,,,,,1229,,,
klauen,de,,,,,1143,,,
klausur,de,,846,,,,,,
kleben,de,,,,,266 1927 2361,,,
klebstoff,de,,,,,1935,,,
kleid,de,,372,,,309,,,
kleidung,de,,373,,,,,,
kleidungsstück,de,,374,,,,,,
klein,de,,97,,,,,,
kleinkind,de,,23 50,,,,,,
klettern,de,,,,,576 2192,,,
klettverschluss,de,,375 420,,,,,,
klimmzug,de,,939,,,,,,
klingel,de,,1367 1436,,,,,,
klingeln,de,,,,,1030,,,
klirren,de,,,,,403,,,
klopfen,de,,,,,457 730 1031 1383 1546,,,
knallen,de,,,,,404,,,
knapp,de,,,,,2230,,,
knarren,de,,,,,405,,,
kneipe,de,,664,,,,,,
knie,de,,130,,,,,,
kniebeuge,de,,940,,,,,,
knirschen,de,,,,,406 1627,,,
knoblauch,de,,581 724,,,,,,
knöchel,de,,131,,,,,,
knopf,de,,376 421,,,,,,
koalition,de,,,,,108,,,
köcheln,de,,,,,2253,,,
kochen,de,,,,,1257 1547 2247 2252,,,
kofferraum,de,,,,,890,,,
kokain,de,,,,,1605,,,
kollege,de,,1478 1530,,,,,,
kollektion,de,,,,,1549,,,
kollidieren,de,,,,,201 206,,,
kolonie,de,,,,,1262,,,
kolonisieren,de,,,,,1263,,,
kolonisierung,de,,,,,1264,,,
kommen,de,,,,,57 81 116 149 317 394 768 781 859 1027 1334 1579 1632 1749 1957 2066 2281 2385,,,
kommen hinter,de,,,,,289,,,
kommentar,de,,,,,1825,,,
kommilitone,de,,847 903,,,,,,
kommunion,de,,,,,1652,,,
kommunizieren,de,,,,,1266,,,
kompatibel,de,,,,,1289,,,
komplex,de,,,,,1794,,,
kompromiss,de,,,,,1300,,,
konflikt,de,,84 1116,,,1290,,,
konfrontieren,de,,,,,1539,,,
können,de,,,,,948,,,
konsequenz,de,,,,,2067,,,
konservative,de,,,,,1476,,,
konservieren,de,,,,,1308,,,
kontrollieren,de,,,,,1920,,,
konvoi,de,,,,,1323,,,
konzentrieren,de,,,,,137,,,
kopf,de,,132,,,120,,,
kopfbedeckung,de,,377,,,,,,
kopftuch,de,,378,,,,,,
kopie,de,,,,,2080,,,
kopieren,de,,,,,1164 2081,,,
körper,de,,133,,,,,,
korpulent,de,,98,,,,,,
korrekt,de,,,,,1325,,,
korrigieren,de,,,,,645 2210,,,
korrodieren,de,,,,,1329,,,
kosten,de,,162 193,,,,,,
kosten (pl.),de,,163 194,,,,,,
kostenlos,de,,164 195,,,,,,
kostenvoranschlag,de,,,,,1042,,,
kostüm,de,,379,,,,,,
krachen,de,,,,,407,,,
kraft,de,,,,,611,,,
kraftfahrzeug,de,,1368 1413,,,,,,
krafttraining,de,,941,,,,,,
kragen,de,,380 422,,,,,,
kram,de,,,,,1489,,,
krank machen,de,,,,,2028,,,
krankenschwester,de,,,,,1390,,,
kratzen,de,,,,,731,,,
krawatte,de,,381,,,,,,
kreis,de,,,,,868,,,
kreisen,de,,,,,416,,,
kreislauf,de,,,,,2330,,,
kriechen,de,,,,,577,,,
krieg,de,,1117,,,,,,
kriegen,de,,,,,318 984 1083 1097 1375 2394 2408,,,
küche,de,,665,,,,,,
kuchen,de,,582 725,,,,,,
kugel,de,,,,,1425,,,
kühl,de,,,,,665 675 1905,,,
kulturell,de,,,,,558,,,
kümmern,de,,,,,702,,,
kumpel,de,,1161 1192,,,1480,,,
kunde,de,,165 187,,,1098,,,
kündigen,de,,1479 1504,,,750,,,
künftig,de,,,,,541,,,
kunst,de,,,,,1125,,,
kurs,de,,848 915,,,2331,,,
kurve,de,,,,,545,,,
kürzen,de,,,,,230,,,
küssen,de,,,,,651 732,,,
kutsche,de,,,,,877,,,
laden,de,,166 188,,,,,,
land,de,,,,,2428 2434,,,
landen,de,,,,,901,,,
lang,de,,,,,335,,,
lappen,de,,261 308,,,,,,
lassen,de,,208,,,89 1111 1696 2336,,,
lauch,de,,583 726,,,,,,
laufen,de,,,,,369 526 578 860 939 1000 1781 2181,,,
lauschen,de,,,,,2152,,,
laut,de,,,,,1680,,,
läuten,de,,,,,1032,,,
leben,de,,,,,1356 2099 2245,,,
lebendig,de,,,,,1149,,,
lebensform,de,,,,,501,,,
lebensgefährte,de,,1162 1223,,,,,,
lebenslauf,de,,1480 1505,,,,,,
lebensmittel,de,,584 727,,,,,,
leber,de,,134,,,,,,
lecker,de,,585 808,,,,,,
ledig,de,,1163 1224,,,,,,
lediglich,de,,,,,614,,,
leer,de,,,,,1002 2270,,,
legen,de,,,,,152 395 985 1509,,,
lehren,de,,849 891,,,494,,,
lehrer,de,,850 904,,,,,,
lehrveranstaltung,de,,851 916,,,,,,
leiblich,de,,1080,,,,,,
leicht,de,,1302,,,,,,
leichter weg,de,,,,,1116,,,
leiden,de,,,,,806,,,
leider,de,,,,,1705,,,
leidtun,de,,,,,1646,,,
leihen,de,,,,,1366 1916 1964,,,
leisten,de,,,,,949 1100,,,
leiten,de,,,,,518 1767,,,
lenker,de,,1369 1437,,,,,,
lenkrad,de,,1370 1438,,,,,,
lernen,de,,852 886,,,495 631 2367,,,
lernen (für den / einen test),de,,853 887,,,,,,
lesen,de,,,,,733 1230 2129,,,
leuchten,de,,,,,1368,,,
lieben,de,,995 1022,,,1712,,,
liefern,de,,,,,973 2022,,,
liegen,de,,,,,615,,,
liegen an,de,,,,,2068,,,
liegestütz,de,,942,,,,,,
limonade,de,,787,,,,,,
limousine,de,,,,,878,,,
linie,de,,,,,1550,,,
linke,de,,,,,1477,,,
lippe,de,,135,,,,,,
lockern,de,,943,,,,,,
lohn,de,,1481 1531,,,,,,
lohnen,de,,,,,1460,,,
löschen,de,,,,,851 1374,,,
lösen,de,,,,,53 64 117 281 734 1101 1586 1716 2297,,,
losfahren,de,,,,,1958,,,
losfahren auf,de,,,,,129,,,
losgehen,de,,,,,237,,,
losgemacht,de,,,,,10,,,
losschlagen,de,,,,,130,,,
lunge,de,,136,,,,,,
lust haben,de,,509,,,,,,
lynchen,de,,,,,1885,,,
machen,de,,209 944,,,23 100 820 1035 1258 2409,,,
macht,de,,,,,261,,,
mädchen,de,,24 51,,,,,,
mager,de,,99,,,,,,
magisch,de,,,,,1911,,,
mahl,de,,586 809,,,,,,
mahlen,de,,,,,2289,,,
mahlzeit,de,,587 810,,,,,,
mahnen,de,,,,,2033,,,
mais,de,,588 728,,,,,,
mal,de,,,,,777 778,,,
malen,de,,,,,825 828,,,
mama,de,,1081,,,,,,
maniküren (sich maniküren lassen),de,,1128,,,,,,
mann,de,,1164 1208 25 52 26 53,,,,,,
mantel,de,,382,,,,,,
margarine,de,,589 729,,,,,,
marihuana,de,,,,,1606,,,
markieren,de,,,,,2106 2258,,,
marmelade,de,,590 730,,,,,,
marschieren,de,,,,,579,,,
massaker,de,,,,,1886,,,
material,de,,,,,1172,,,
matte,de,,945,,,,,,
meeresfrüchte,de,,591 731,,,,,,
meinen,de,,1341,,,1062 1267 2378,,,
meinung,de,,1342,,,387,,,
mensa,de,,666 854,,,,,,
merken,de,,,,,632,,,
meuterei,de,,,,,1647,,,
meutern,de,,,,,1648,,,
mexikaner,de,,667,,,,,,
mies,de,,232,,,,,,
miete,de,,167,,,,,,
mieten,de,,168,,,1406,,,
mieter,de,,169,,,,,,
mietwagen,de,,1371 1414,,,,,,
milch,de,,788,,,,,,
mineralwasser,de,,789,,,,,,
missbrauch,de,,,,,1414,,,
missbrauchen,de,,,,,1415,,,
misshandeln,de,,,,,1416,,,
mitarbeiter,de,,1482 1532,,,361,,,
mitarbeiterin,de,,,,,362,,,
miteinbeziehen,de,,,,,199,,,
mitfahren,de,,,,,519 2219,,,
mitleid,de,,996 1047,,,,,,
mitliefern,de,,,,,2023,,,
mittagessen,de,,592 811,,,,,,
mitteilen,de,,,,,1268,,,
mittwoch,de,,,,,1204,,,
möchten,de,,510,,,,,,
mode,de,,383,,,,,,
modifizieren,de,,,,,2410,,,
mögen,de,,997 1023,,,,,,
möglicherweise,de,,,,,756,,,
möglichkeit,de,,,,,1012,,,
möhre,de,,593 732,,,,,,
mohrrübe,de,,594 733,,,,,,
mollig,de,,100,,,,,,
montag,de,,,,,1205,,,
moped,de,,1372 1415,,,,,,
mord,de,,,,,1887,,,
morden,de,,,,,1888,,,
mörder,de,,,,,1889,,,
morgen,de,,,,,542,,,
morgig,de,,,,,543,,,
motor,de,,1373 1439,,,891,,,
motorrad,de,,1374 1416,,,,,,
motorroller,de,,1375 1417,,,,,,
muckibude,de,,946,,,,,,
müde,de,,1262 1276,,,,,,
müll,de,,262 320 263 331,,,,,,
mumifizieren,de,,,,,1309,,,
mund,de,,137,,,,,,
münden,de,,,,,861,,,
munition,de,,,,,1426,,,
muskel,de,,138,,,,,,
muskelkater,de,,947,,,,,,
muskeln aufbauen,de,,948,,,,,,
müsli,de,,595 734,,,,,,
müssen,de,,,,,799,,,
muster,de,,,,,1429,,,
mutter,de,,1082,,,,,,
mütterlich,de,,1083,,,,,,
mütterlicherseits,de,,1084,,,,,,
muttermal,de,,,,,1342,,,
mütze,de,,384,,,,,,
nach vorne blicken,de,,,,,2323,,,
nachahmen,de,,,,,1165,,,
nachdem,de,,,,,1633,,,
nachdenken (über+acc.),de,,1349,,,,,,
nachfrage,de,,450,,,,,,
nachgeben,de,,,,,2193,,,
nachjagen,de,,,,,520,,,
nachreifen,de,,27 73,,,,,,
nachschlagen,de,,,,,872,,,
nachthemd,de,,385,,,,,,
nähe,de,,,,,661,,,
nahen,de,,,,,2282,,,
nähen,de,,,,,33 1397 1928,,,
nahestehen,de,,,,,660,,,
nahrung,de,,596 812,,,,,,
namensvetter,de,,,,,1436,,,
naschen,de,,597 813,,,,,,
nase,de,,139,,,,,,
neben,de,,,,,63,,,
neffe,de,,1085,,,,,,
nehmen,de,,,,,372 546 735 1084 1231 1447 1541 1775 1945 2089,,,
neidisch,de,,998 1048,,,,,,
nennen,de,,,,,472 1434,,,
nerven,de,,999 1049,,,,,,
nervös,de,,1000 1050,,,,,,
nett,de,,,,,480,,,
netz,de,,,,,1448,,,
netzwerk,de,,,,,1449,,,
neu,de,,28 63 1334,,,,,,
neues leben einhauchen,de,,,,,2238,,,
neugeborene,de,,29 54,,,,,,
nichte,de,,1086,,,,,,
nichtkombattant,de,,,,,1451,,,
niederträchtig,de,,233,,,,,,
niere,de,,140,,,,,,
normal,de,,,,,1870,,,
note,de,,855,,,,,,
notwendig,de,,,,,2102,,,
nudel,de,,598 735,,,,,,
nun,de,,,,,544,,,
nutella,de,,599 736,,,,,,
nutzen,de,,,,,1461 2090,,,
nützen,de,,,,,1462 2091,,,
oben,de,,,,,530,,,
oberschenkel,de,,141,,,,,,
obskur,de,,,,,1908,,,
obst,de,,600 737,,,,,,
offenlegen,de,,,,,681,,,
offensive,de,,,,,1006,,,
öffentlich,de,,,,,1009,,,
öffnen,de,,,,,84 2012,,,
og,de,,,,,529,,,
ohnmacht,de,,1263 1292,,,,,,
ohnmächtig,de,,,,,635,,,
ohr,de,,142,,,,,,
ohrring,de,,436,,,,,,
öl,de,,601 738,,,,,,
oldtimer,de,,1376 1418,,,,,,
olivenöl,de,,602 739,,,,,,
oma,de,,1087,,,,,,
onkel,de,,1088,,,,,,
onkologe,de,,,,,1391,,,
onkologie,de,,,,,1386,,,
opa,de,,1089,,,,,,
operation,de,,,,,1411,,,
operieren,de,,,,,39 736 1129 1412,,,
operieren mit,de,,,,,159,,,
operierend,de,,,,,1413,,,
opfern,de,,,,,1473,,,
opium,de,,,,,1607,,,
orange,de,,603 740,,,,,,
ordentlich,de,,264,,,,,,
ordnen,de,,,,,153,,,
ordnung,de,,265,,,511,,,
organisieren,de,,,,,2005 2024,,,
ort,de,,,,,2430,,,
paar,de,,1165 1225,,,,,,
packen,de,,,,,652 703 963 1510,,,
pantoffel,de,,386,,,,,,
papa,de,,1090,,,,,,
paprika,de,,604 741 605 742,,,,,,
parken,de,,,,,1511,,,
partner,de,,1166 1226,,,,,,
party,de,,,,,1054,,,
passen,de,,,,,606 1291 1802 2348,,,
passieren,de,,,,,769 782,,,
pasta,de,,606 743,,,,,,
patchworkfamilie,de,,1091,,,,,,
pate,de,,1092,,,,,,
patenkind,de,,1093,,,,,,
patin,de,,1094,,,,,,
patrone,de,,,,,1427,,,
pause,de,,1245,,,,,,
pausieren,de,,1246,,,72,,,
pedal,de,,1377 1440,,,,,,
peitschen,de,,,,,207,,,
pensionär,de,,30 55,,,,,,
pensioniert,de,,1483 1506,,,,,,
perücke,de,,,,,253,,,
pfeffer,de,,607 744,,,,,,
pfirsich,de,,608 745,,,,,,
pflaume,de,,609 746,,,,,,
pflegen,de,,,,,916,,,
pflücken,de,,,,,1432,,,
pfund,de,,,,,1404,,,
picknick,de,,,,,1055,,,
pilz,de,,610 747,,,,,,
pistole,de,,,,,2115,,,
pizza,de,,611 748,,,,,,
pizzeria,de,,668,,,,,,
plädieren,de,,,,,628,,,
plädoyer,de,,,,,629,,,
planen,de,,,,,2379,,,
platzieren,de,,,,,1512,,,
po,de,,143,,,,,,
pokal,de,,,,,1490,,,
polizei,de,,,,,1761,,,
polterabend,de,,1095,,,,,,
pommes,de,,612 749,,,,,,
popcorn,de,,613 750,,,,,,
posieren,de,,,,,1721,,,
post,de,,,,,1056,,,
potenzial,de,,,,,950,,,
prahlen,de,,,,,1525 1526,,,
prahlerei,de,,,,,1527,,,
prahlerisch,de,,,,,1528,,,
praline,de,,614 751,,,,,,
preis,de,,170 196,,,1106 1532,,,
preisgeben,de,,,,,682,,,
preiswert,de,,171 197,,,,,,
primär,de,,,,,836,,,
prise,de,,,,,1401,,,
probieren,de,,,,,244 2482,,,
produzieren,de,,,,,821 1548 1750 1832,,,
professor,de,,856 905,,,,,,
programm,de,,,,,1551,,,
projekt,de,,,,,1552,,,
protokoll,de,,,,,221,,,
prozess,de,,,,,1553,,,
prüfen,de,,,,,1594 2458,,,
prüfung,de,,857,,,1595,,,
prügeln,de,,,,,1666,,,
pullover,de,,387,,,,,,
pummelig,de,,101,,,,,,
putenfleisch,de,,615 752,,,,,,
putzen,de,,266 332,,,737 1363,,,
putzen (die zähne putzen),de,,1129,,,,,,
putzfrau,de,,267 299,,,,,,
putzmann,de,,268 300,,,,,,
putzmittel,de,,269 316,,,,,,
pyjama,de,,388,,,,,,
quadrat,de,,,,,869,,,
quälen,de,,,,,704 1667,,,
quark,de,,616 753,,,,,,
quetschen,de,,,,,653,,,
rache,de,,,,,1599,,,
rächen,de,,,,,1600,,,
rad,de,,1378 1419 1441,,,,,,
rammen,de,,,,,208,,,
rang,de,,,,,1601,,,
ranzig,de,,,,,2004,,,
rasen,de,,,,,2283,,,
rasieren,de,,1130,,,738 1349,,,
rasse,de,,,,,1867,,,
rast,de,,1247,,,,,,
rasten,de,,1248,,,,,,
rate,de,,,,,155 1533 1604,,,
raten,de,,,,,1695 2034,,,
rattern,de,,,,,408,,,
rauchen,de,,,,,1776,,,
räuchern,de,,,,,1310,,,
raum,de,,,,,988,,,
realisieren,de,,,,,290 1497,,,
realitätsfern,de,,,,,923,,,
realschule,de,,858 896,,,,,,
rebellieren,de,,,,,1617,,,
rebellion,de,,,,,1618,,,
rechnen,de,,,,,1232,,,
rechnen auf,de,,,,,1971,,,
rechnung,de,,172,,,,,,
rechtfertigen,de,,,,,1623,,,
reden,de,,,,,1011 1233 1269 1282,,,
reduzieren,de,,,,,2194 2211,,,
regeln,de,,,,,1322,,,
regieren,de,,,,,1921,,,
regnen,de,,,,,1379 1456,,,
reiben,de,,,,,1628,,,
reif,de,,31 64,,,,,,
reife,de,,32 74,,,,,,
reifen,de,,33 75,,,1150,,,
reifung,de,,34 76,,,,,,
reihenfolge,de,,,,,1711,,,
rein,de,,270,,,,,,
reinigen,de,,271 333,,,1364,,,
reinigung,de,,272,,,,,,
reinigungskraft,de,,273 301,,,,,,
reis,de,,617 754,,,,,,
reise,de,,,,,2274,,,
reisen,de,,,,,2275,,,
reißverschluss,de,,389 423,,,,,,
relaxen,de,,1249,,,,,,
relaxt,de,,1250,,,,,,
rennen,de,,,,,580,,,
rente,de,,1484 1507,,,,,,
rentner,de,,35 56 1485 1508,,,,,,
reservieren,de,,669,,,,,,
respekt,de,,,,,388,,,
respektlos,de,,234,,,,,,
restaurant,de,,670,,,,,,
resultat,de,,,,,2069,,,
resultieren,de,,,,,2070,,,
resultieren (aus),de,,210,,,,,,
retten,de,,465 491,,,1644,,,
revitalisieren,de,,,,,2239,,,
revolte,de,,,,,1619,,,
revolution,de,,,,,1649,,,
rezept,de,,618 814,,,,,,
richtig,de,,,,,1326,,,
richtigkeit,de,,,,,1327,,,
riechen,de,,1303,,,2130 2153,,,
rindfleisch,de,,619 755,,,,,,
ring,de,,,,,254,,,
risiko,de,,466 484,,,,,,
riskant,de,,467 485,,,,,,
riskieren,de,,468 486,,,,,,
ritual,de,,,,,1653,,,
ritus,de,,,,,1654,,,
rock,de,,390,,,,,,
roh,de,,,,,1155,,,
rollen,de,,,,,273 396,,,
rollschuh,de,,1379 1420,,,,,,
rolltreppe,de,,,,,176,,,
roman,de,,,,,1826,,,
romanze,de,,1167 1227,,,,,,
rücken,de,,144,,,,,,
rücksichtslos,de,,235,,,481,,,
rufen,de,,,,,1270 1279,,,
ruhe,de,,1251,,,,,,
ruhen,de,,1252,,,,,,
rühmen,de,,,,,1529,,,
rumpeln,de,,,,,409,,,
rumpfbeuge,de,,949,,,,,,
rumpfheben,de,,950,,,,,,
rumsen,de,,,,,410,,,
ruppig,de,,236,,,,,,
s-bahn,de,,1380 1421,,,,,,
saft,de,,790,,,,,,
sagen,de,,451,,,1247 1271 1833 2045,,,
sahne,de,,620 756,,,,,,
salat,de,,621 757,,,,,,
salben,de,,,,,964,,,
salz,de,,622 758,,,,,,
salzig,de,,1304,,,,,,
sammeln,de,,,,,319 1433 1727 2006,,,
samstag,de,,,,,1206,,,
sandale,de,,391,,,,,,
sandalette die,de,,392,,,,,,
sandwich,de,,623 759,,,,,,
satt,de,,624 815,,,,,,
sauber,de,,274,,,,,,
sauber machen,de,,275 334,,,1365,,,
säubern,de,,276 335,,,,,,
sauer,de,,1305,,,,,,
säuerlich,de,,1306,,,,,,
saufen,de,,625 816,,,,,,
saum,de,,393 424,,,,,,
saustall,de,,277,,,,,,
schaben,de,,,,,1629,,,
schaden,de,,,,,349 1668,,,
schal,de,,394,,,310,,,
schale,de,,,,,1183,,,
schalten,de,,,,,1513 1557 2395 2411,,,
schämen,de,,1001 1051,,,,,,
scharf,de,,1307,,,,,,
schätzen,de,,,,,389,,,
schätzung,de,,,,,1043,,,
schauen,de,,,,,1782 2154,,,
schäumen,de,,,,,672,,,
schauplatz,de,,,,,2431,,,
schauspieler,de,,,,,1192 1481,,,
scheiden,de,,1168 1209,,,484 1857,,,
scheidung,de,,1169 1210,,,,,,
schein,de,,,,,550,,,
scheinen,de,,,,,757 1369 1372,,,
scheitern,de,,,,,1037,,,
schenken,de,,,,,974,,,
schicken,de,,,,,1986,,,
schieben,de,,,,,458 789 1112,,,
schießen,de,,,,,1689 2311,,,
schiff,de,,1381 1422,,,879,,,
schimmern,de,,,,,1370,,,
schinken,de,,626 760,,,,,,
schlachten,de,,,,,1890,,,
schlaf,de,,1264 1280,,,,,,
schlafanzug,de,,395,,,,,,
schläfchen,de,,1265 1281,,,,,,
schläfe,de,,145,,,,,,
schlafen,de,,1266 1282 1170 1228,,,1682 1810,,,
schläfrig,de,,1267 1277,,,,,,
schlagen,de,,,,,202 209 459 739 965 1033 1335 1417 1669 2302 2386 2412,,,
schlagen auf,de,,,,,1768,,,
schlank,de,,102,,,,,,
schlauch,de,,1382 1442,,,,,,
schlecht,de,,237,,,,,,
schleichen,de,,,,,581 2276,,,
schlendern,de,,,,,582,,,
schließen,de,,,,,5 282 445 940 1038 1336 1566 2009 2320 2368,,,
schlips,de,,396,,,,,,
schlitten,de,,1383 1423,,,,,,
schlittern,de,,,,,583,,,
schlittschuh,de,,1384 1424,,,,,,
schlucken,de,,627 817,,,,,,
schlummertaste,de,,1268 1287,,,,,,
schlüpfer,de,,397,,,,,,
schluss machen (mit),de,,1171 1197,,,,,,
schlussfolgern,de,,,,,2369,,,
schmälern,de,,,,,2212,,,
schmecken,de,,628 818 1308,,,2131,,,
schmelzen,de,,,,,1779,,,
schminken,de,,1131,,,,,,
schmuck,de,,437,,,255,,,
schmuggeln,de,,,,,1683,,,
schmutz,de,,278 321,,,,,,
schmutzig,de,,279,,,,,,
schneiden,de,,,,,231 740 826 1340 1670 1684 1897 1976 2182,,,
schneien,de,,,,,1380 1457,,,
schnellimbiss,de,,671,,,,,,
schnitzel,de,,629 761,,,,,,
schnurren,de,,,,,411,,,
schnürsenkel,de,,398 425,,,,,,
schock,de,,,,,1022,,,
schockieren,de,,1002 1052,,,,,,
schokolade,de,,630 762,,,,,,
schön,de,,103,,,2420,,,
schrappen,de,,,,,1630,,,
schraube,de,,,,,1936,,,
schreiben,de,,,,,1272 1834,,,
schreien,de,,,,,1280,,,
schroff,de,,238,,,,,,
schrubben,de,,1132,,,,,,
schrumpfen,de,,,,,2195,,,
schüchtern,de,,,,,1049,,,
schuh,de,,399,,,,,,
schuldig,de,,,,,1685,,,
schule,de,,859 897,,,,,,
schüler,de,,860 906,,,,,,
schulferien,de,,861,,,,,,
schuljahr,de,,862,,,,,,
schulstunde,de,,863 917,,,,,,
schulter,de,,146,,,,,,
schürze,de,,400,,,,,,
schutz,de,,469 492,,,,,,
schützen,de,,470 493,,,,,,
schwager,de,,1096,,,,,,
schwägerin,de,,1097,,,,,,
schwamm,de,,280 309,,,,,,
schwanken,de,,,,,1123 1690,,,
schwänzen,de,,864 888,,,,,,
schweinefleisch,de,,631 763,,,,,,
schwer,de,,,,,391,,,
schwerer weg,de,,,,,1117,,,
schwert,de,,,,,1491 2116,,,
schwester,de,,1098,,,,,,
schwieger-,de,,1099,,,,,,
schwimmbad,de,,951,,,,,,
schwimmen,de,,,,,397 430 584 1036,,,
schwinden,de,,,,,2196,,,
schwingen,de,,,,,585,,,
schwitzen,de,,,,,2413,,,
segelboot,de,,1385 1425,,,,,,
segeln,de,,,,,905,,,
segnen,de,,,,,1655,,,
sehen,de,,,,,1234 1724 2132 2155 2459,,,
sehnen,de,,511,,,,,,
sehnsucht,de,,512,,,,,,
sehr,de,,,,,1070,,,
seife,de,,1133,,,,,,
seil,de,,,,,1937,,,
sein,de,,,,,770 842 2353,,,
sein für,de,,,,,1475,,,
seine türen schließen,de,,,,,1039,,,
sekt,de,,791,,,,,,
semester,de,,865,,,,,,
semesterferien,de,,866,,,,,,
seminar,de,,867 918,,,,,,
seminarraum,de,,868,,,,,,
senden,de,,,,,1273,,,
sendung,de,,,,,1057,,,
senf,de,,632 764,,,,,,
senior,de,,36 57,,,,,,
senken,de,,,,,398 2213,,,
service,de,,,,,2422,,,
setzen,de,,,,,15 267 421 460 586 1235 1835 2231,,,
setzen auf,de,,,,,1972,,,
shampoo,de,,1134,,,,,,
shorts (pl.),de,,401,,,,,,
sich auf den weg machen,de,,,,,187,,,
sich bemühen um,de,,,,,1134,,,
sich dem ende zuneigen,de,,,,,1567,,,
sich gehören,de,,,,,623,,,
sich lösen von,de,,,,,2337,,,
sich trennen von,de,,,,,2338,,,
sich verpflichten,de,,,,,1199,,,
sich verstehen auf,de,,,,,1296,,,
sich zu wort melden,de,,,,,1836,,,
sicher,de,,471 481 1328 1329,,,758 1063,,,
sicherheit,de,,472 482,,,,,,
sicherheitsgurt,de,,1386 1443,,,892,,,
sichern,de,,,,,996 1311,,,
sicherstellen,de,,,,,997,,,
sie,de,,,,,154,,,
sieden,de,,,,,2254,,,
siehe,de,,,,,1625,,,
signalisieren,de,,,,,1274,,,
silhouette,de,,,,,1474,,,
singen,de,,,,,1283,,,
single,de,,1172 1229,,,,,,
sinken,de,,,,,431 2197 2448,,,
sitz,de,,1387 1444,,,,,,
skateboard,de,,1388 1426,,,,,,
skeptisch,de,,,,,1706,,,
ski,de,,1389 1427,,,,,,
slip,de,,402,,,,,,
so,de,,,,,531 1071,,,
so weit das auge reicht,de,,,,,2441,,,
socke,de,,403,,,,,,
sohle,de,,404 426,,,,,,
sohn,de,,1100,,,,,,
sollen,de,,,,,846,,,
sonderangebot,de,,173 189,,,,,,
sonntag,de,,,,,1207,,,
sorge,de,,1003 1053,,,,,,
sorgen für,de,,,,,2071,,,
sorgen,de,,1004 1054,,,,,,
spaß,de,,1005 1030,,,,,,
spät,de,,,,,1634,,,
spazieren,de,,,,,587,,,
spazieren gehen,de,,,,,588,,,
speck,de,,633 765,,,,,,
speer,de,,,,,2117,,,
speise,de,,634 819,,,,,,
speisen,de,,635 820,,,,,,
sperren,de,,,,,2321,,,
spiel,de,,,,,2220,,,
spielen,de,,952,,,399 422 461 843 2107 2221 2349,,,
sport treiben,de,,953,,,,,,
sport,de,,954,,,,,,
sportart,de,,955,,,,,,
sportkurs,de,,956,,,,,,
sportler,de,,957,,,,,,
sportlich,de,,104,,,,,,
sportzentrum,de,,958,,,,,,
sprechen,de,,,,,1248 1275 1837,,,
sprießen,de,,,,,1151,,,
springen,de,,,,,2 40 432 589 1717 2198 2396,,,
spritzen,de,,,,,864,,,
sprühen,de,,,,,829,,,
sprung,de,,,,,590,,,
spüle,de,,281 310,,,,,,
spülen,de,,282,,,,,,
spülen,de,,336 283 337,,,741,,,
spülmaschine,de,,284 311,,,,,,
spülmittel,de,,285 317,,,,,,
stadion,de,,959,,,,,,
stadt,de,,,,,2435,,,
stammbaum,de,,1101,,,,,,
stampfen,de,,,,,591,,,
starten,de,,,,,82 188 884 1558 1580 1959 2222,,,
station,de,,,,,989,,,
stattfinden,de,,,,,771,,,
stau,de,,1390 1447,,,,,,
staub saugen,de,,286 338,,,,,,
staub wischen,de,,287 339,,,,,,
staub,de,,288 322,,,,,,
staubsaugen,de,,289 340,,,,,,
staubsauger,de,,290 312,,,,,,
stechend,de,,,,,337,,,
stecken,de,,,,,462 1514 1638,,,
stecken in,de,,,,,747,,,
stehen,de,,,,,607 1236 1542 1917 1993 2354,,,
stehenbleiben,de,,,,,2284,,,
stehlen,de,,,,,547,,,
steigen,de,,,,,214 433 592 772 897 2199,,,
stelle,de,,,,,2432,,,
stellen,de,,,,,417 446 1515 1723 2025 2108 2414,,,
stellen unter,de,,,,,1516,,,
