lu,lang,swefn_lu_id,gfol_lu_id,dicoenviro_lu_id,dicoinfo_lu_id,germanfn_lu_id,brasilfn_lu_id,spanishfn_lu_id,bfn_lu_id
sanguíneo,pt,,,,,,10312,,
sanguíneo,pt,,,,,,4392,,
santo,pt,,,,,,24065,,
santuário,pt,,,,,,19234,,
sapateado,pt,,,,,,25190,,
sapatilha,pt,,,,,,7773,,
sapato,pt,,,,,,7774,,
sapoti,pt,,,,,,17249,,
saque,pt,,,,,,16522,,
saqueado,pt,,,,,,12219,,
saraivar,pt,,,,,,26108,,
sarapatel,pt,,,,,,14630,,
sardinha,pt,,,,,,17250,,
sargento,pt,,,,,,21697,,
sarna,pt,,,,,,20889,,
sarrafo,pt,,,,,,30523,,
sashimi,pt,,,,,,14631,,
satanás,pt,,,,,,31903,,
satisfação,pt,,,,,,13501,,
satisfação,pt,,,,,,12220,,
satisfatório,pt,,,,,,31231,,
satisfazer,pt,,,,,,28273,,
satisfazer,pt,,,,,,21683,,
satisfeito,pt,,,,,,13502,,
satisfeito,pt,,,,,,12221,,
sativa,pt,,,,,,25701,,
saturação,pt,,,,,,20459,,
saubutamol,pt,,,,,,21619,,
saudade,pt,,,,,,10625,,
saudar,pt,,,,,,21317,,
saudar,pt,,,,,,20890,,
saudável,pt,,,,,,10444,,
saúde,pt,,,,,,21318,,
saúde,pt,,,,,,20891,,
saudita,pt,,,,,,23280,,
sauna,pt,,,,,,5201,,
sauna,pt,,,,,,4718,,
sauna gay,pt,,,,,,5200,,
scoop,pt,,,,,,20417,,
scoopful,pt,,,,,,20418,,
scooter,pt,,,,,,34027,,
se,pt,,,,,,26722,,
se,pt,,,,,,9018,,
seca,pt,,,,,,22271,,
seção,pt,,,,,,23580,,
secar,pt,,,,,,7001,,
seco,pt,,,,,,34458,,
seco,pt,,,,,,10198,,
secreção,pt,,,,,,32239,,
secreção ocular,pt,,,,,,32238,,
secretaria municipal de segurança,pt,,,,,,5202,,
secretaria municipal do meio ambiente,pt,,,,,,5203,,
secretário,pt,,,,,,24665,,
secretivo,pt,,,,,,10199,,
século,pt,,,,,,5975,,
secundário,pt,,,,,,16186,,
secundário,pt,,,,,,10200,,
secundário,pt,,,,,,6444,,
seda,pt,,,,,,7775,,
sedan,pt,,,,,,34028,,
sede,pt,,,,,,19235,,
sede,pt,,,,,,16058,,
sede,pt,,,,,,10626,,
sede,pt,,,,,,3730,,
sedentarismo,pt,,,,,,20892,,
sedento,pt,,,,,,10627,,
sediar,pt,,,,,,16059,,
segmento,pt,,,,,,23581,,
segredo,pt,,,,,,28438,,
seguida,pt,,,,,,27359,,
seguido,pt,,,,,,28777,,
seguido,pt,,,,,,27361,,
seguido,pt,,,,,,27360,,
seguinte,pt,,,,,,28778,,
seguinte,pt,,,,,,27362,,
seguir,pt,,,,,,28779,,
seguir,pt,,,,,,27363,,
seguir,pt,,,,,,22075,,
seguir,pt,,,,,,11982,,
seguir,pt,,,,,,9521,,
seguir,pt,,,,,,8912,,
seguir,pt,,,,,,758,,
segunda base,pt,,,,,,30524,,
segunda linha,pt,,,,,,2200,,
segunda-feira,pt,,,,,,5976,,
segundo,pt,,,,,,23143,,
segundo,pt,,,,,,23142,,
segundo,pt,,,,,,20329,,
segundo,pt,,,,,,2841,,
segundo árbitro,pt,,,,,,27218,,
segundo centro,pt,,,,,,2201,,
segundo lateral,pt,,,,,,2202,,
segundo ponta,pt,,,,,,2203,,
seguramente,pt,,,,,,20460,,
seguramente,pt,,,,,,3237,,
segurança,pt,,,,,,24666,,
segurança,pt,,,,,,8092,,
segurança,pt,,,,,,3238,,
segurar,pt,,,,,,27781,,
segurar,pt,,,,,,20461,,
segurar,pt,,,,,,19845,,
segurar,pt,,,,,,16523,,
segurar,pt,,,,,,3239,,
segurar a onda,pt,,,,,,3356,,
seguro,pt,,,,,,28028,,
seguro,pt,,,,,,3240,,
seio,pt,,,,,,4218,,
seis,pt,,,,,,6234,,
seleção,pt,,,,,,1998,,
selecionar,pt,,,,,,7687,,
self-service,pt,,,,,,10975,,
selo,pt,,,,,,27676,,
selo,pt,,,,,,16187,,
selva,pt,,,,,,3648,,
selvageria,pt,,,,,,34167,,
sem,pt,,,,,,31812,,
sem,pt,,,,,,26866,,
sem,pt,,,,,,22698,,
semáforo,pt,,,,,,1775,,
semana,pt,,,,,,33043,,
semana,pt,,,,,,21620,,
semana,pt,,,,,,20330,,
semana,pt,,,,,,5977,,
kayakista,es,,,,,,2348,,
kétchup,es,,,,,,17003,,
kibbeh,es,,,,,,14369,,
kimono,es,,,,,,29997,,
kinesiólogo,es,,,,,,8055,,
kiosco,es,,,,,,4992,,
ladearse,es,,,,,,22208,,
ladearse,es,,,,,,,770,
lago,es,,,,,,22336,,
laguna,es,,,,,,30319,,
laguna,es,,,,,,22337,,
lance,es,,,,,,22189,,
langosta,es,,,,,,17004,,
lanzador,es,,,,,,2349,,
lanzador,es,,,,,,2073,,
lanzamiento,es,,,,,,29843,,
lanzamiento,es,,,,,,17700,,
lanzamiento,es,,,,,,16396,,
lanzar,es,,,,,,17701,,
lanzar,es,,,,,,16397,,
lanzar,es,,,,,,6883,,
lanzar,es,,,,,,,215,
largarse,es,,,,,,10068,,
largarse,es,,,,,,,418,
lateral,es,,,,,,2076,,
lateral derecho,es,,,,,,2074,,
lateral izquierdo,es,,,,,,2075,,
lavado de autos,es,,,,,,5557,,
lavado de coches,es,,,,,,5558,,
lavandería,es,,,,,,4612,,
leche,es,,,,,,17006,,
leche condensada,es,,,,,,17005,,
lechón,es,,,,,,1164,,
lechón a pururuca,es,,,,,,14370,,
legado,es,,,,,,15449,,
legado,es,,,,,,,625,
legar,es,,,,,,15450,,
legar,es,,,,,,,626,
legumbre,es,,,,,,17007,,
lejos,es,,,,,,19491,,
león,es,,,,,,1165,,
levantador,es,,,,,,2352,,
levantador de pesas,es,,,,,,2350,,
levantador de peso,es,,,,,,2351,,
levantamiento de pesa,es,,,,,,29710,,
levantarse_(dejar_la_cama),es,,,,,,,289,
levantarse_(incorporarse),es,,,,,,,290,
líbero,es,,,,,,2077,,
libreria,es,,,,,,5559,,
licencia,es,,,,,,11441,,
licor,es,,,,,,14371,,
licuado,es,,,,,,,20,
licuar,es,,,,,,6584,,
licuar,es,,,,,,,202,
licuarse,es,,,,,,7387,,
licuarse,es,,,,,,,278,
ligón,es,,,,,,25257,,
limítrofe,es,,,,,,19492,,
limonada,es,,,,,,14372,,
limpiador,es,,,,,,24386,,
linde,es,,,,,,4402,,
lindo,es,,,,,,765,,
línea,es,,,,,,33451,,
línea de banda,es,,,,,,30415,,
línea de fondo,es,,,,,,30416,,
línea de medio campo,es,,,,,,30417,,
lingüista,es,,,,,,24387,,
llamamiento,es,,,,,,27687,,
llamamiento,es,,,,,,,909,
llamar,es,,,,,,9112,,
llamar,es,,,,,,,390,
llanura,es,,,,,,22338,,
llegada,es,,,,,,1616,,
llegada,es,,,,,,,38,
llegar,es,,,,,,1617,,
llegar,es,,,,,,1587,,
llegar,es,,,,,,,39,
llegar_a_una_conclusión,es,,,,,,,320,
llenar,es,,,,,,14085,,
llenar,es,,,,,,,597,
llenarse,es,,,,,,,662,
lleno,es,,,,,,15287,,
lleno,es,,,,,,,607,
llevar,es,,,,,,9511,,
llevar,es,,,,,,4478,,
llevar,es,,,,,,,167,
llevar,es,,,,,,,403,
llevar a,es,,,,,,2777,,
llevarse,es,,,,,,9512,,
llevarse,es,,,,,,,404,
llorar,es,,,,,,9685,,
llover,es,,,,,,26095,,
llover,es,,,,,,,851,
llover_a_cántaros,es,,,,,,,852,
lloviznar,es,,,,,,26096,,
lloviznar,es,,,,,,,853,
lluvia_entity,es,,,,,,,854,
lluvia_event,es,,,,,,,855,
lluviaentity,es,,,,,,26097,,
lluviaevent,es,,,,,,26098,,
lobo,es,,,,,,1166,,
local,es,,,,,,18974,,
localidad,es,,,,,,18975,,
lograr,es,,,,,,31750,,
lograr,es,,,,,,,1023,
lomo,es,,,,,,17008,,
longaniza,es,,,,,,17009,,
longitud,es,,,,,,10827,,
lucha,es,,,,,,29711,,
luchador,es,,,,,,2354,,
luchador de lucha libre,es,,,,,,2353,,
ludoteca,es,,,,,,4613,,
lugar,es,,,,,,18976,,
lugar de acampada,es,,,,,,251,,
lugar de culto,es,,,,,,4993,,
lugar de interés histórico,es,,,,,,19130,,
maestro,es,,,,,,24388,,
magistrado,es,,,,,,24389,,
mago,es,,,,,,24390,,
mahonesa,es,,,,,,17010,,
maíz,es,,,,,,17011,,
malabarista,es,,,,,,24391,,
maleza,es,,,,,,22339,,
manar,es,,,,,,12032,,
manar,es,,,,,,,462,
mancha,es,,,,,,18977,,
mandioca,es,,,,,,17012,,
mangaba,es,,,,,,17013,,
manglar,es,,,,,,22340,,
mango,es,,,,,,17014,,
maniçoba,es,,,,,,14373,,
manifestar,es,,,,,,,1001,
manjar,es,,,,,,17016,,
manjar blanco,es,,,,,,17015,,
mansión,es,,,,,,4994,,
mantarraya,es,,,,,,1167,,
manteca,es,,,,,,17018,,
manteca de cerdo,es,,,,,,17017,,
mantequilla,es,,,,,,17019,,
mantis,es,,,,,,1168,,
máquina expendedora de café,es,,,,,,10877,,
maquinar,es,,,,,,8425,,
maquinar,es,,,,,,,328,
maquinista,es,,,,,,24392,,
mar,es,,,,,,22341,,
marañón,es,,,,,,17020,,
maratonista,es,,,,,,2355,,
marcación,es,,,,,,17702,,
marcador,es,,,,,,30418,,
marcar,es,,,,,,34518,,
marcar,es,,,,,,17703,,
marcharse,es,,,,,,10069,,
marcharse,es,,,,,,,419,
marchista,es,,,,,,2356,,
maremoto,es,,,,,,22262,,
margen,es,,,,,,22342,,
margen,es,,,,,,4403,,
marinero,es,,,,,,2357,,
mariposa,es,,,,,,1169,,
mariquita,es,,,,,,1170,,
marisco,es,,,,,,17021,,
marital,es,,,,,,25258,,
más,es,,,,,,9927,,
masajista,es,,,,,,8056,,
mascota,es,,,,,,1171,,
mascullar,es,,,,,,8639,,
mascullar,es,,,,,,,366,
matemático,es,,,,,,24393,,
ingenious,en,,,,,,21820,,
ingenious,en,,,,,,,,405
ingenuous,en,,,,,,6095,,
ingenuous,en,,,,,,,,5814
ingest,en,,,,,,16861,,
ingest,en,,,,,,,,4803
ingestion,en,,,,,,16862,,
ingestion,en,,,,,,,,17934
ingredient,en,,,,,,17371,,
ingredient,en,,,,,,14794,,
ingredient,en,,,,,,,,11682
inhabit,en,,,,,,27842,,
inhabit,en,,,1206,,,,,
inhabit,en,,,,,,,,2218
inhabitant,en,,,,,,27843,,
inhabitant,en,,,,,,,,2219
inhalant,en,,,,,,18009,,
inhalant,en,,,,,,,,7076
inhalation,en,,,,,,4468,,
inhalation,en,,,,,,,,4965
inhalation [breath],en,,,,,,4467,,
inhalation [breath],en,,,,,,,,4966
inhale,en,,,,,,4469,,
inhale,en,,,,,,,,4958
inhibit,en,,,,,,15917,,
inhibit,en,,,,,,3725,,
inhibit,en,,,,,,,,17112
inhibit,en,,,,,,,,7927
iniquitous,en,,,,,,22016,,
iniquitous,en,,,,,,,,6634
initial,en,,,,,,34159,,
initial,en,,,,,,,,14461
initiate,en,,,,,,28067,,
initiate,en,,,,,,655,,
initiate,en,,,,,,,,13233
initiate,en,,,,,,,,6477
initiation,en,,,,,,28068,,
initiation,en,,,,,,,,6474
inject,en,,,,,,25623,,
inject,en,,,,,,16779,,
inject,en,,,,,,14120,,
inject,en,,,598,,,,,
inject,en,,,,,,,,2579
inject,en,,,,,,,,7115
inject,en,,,,,,,,1089
injected,en,,,,,,113,,
injected,en,,,,,,,,6994
injure,en,,,,,,13413,,
injure,en,,,,,,,,2330
injure,en,,,,,,,,6893
injury,en,,,,,,21001,,
injury,en,,,,,,13414,,
injury,en,,,,,,,,17511
injury time,en,,,,,,30292,,
inland,en,,,,,,19569,,
inland,en,,,,,,19318,,
inland,en,,,,,,,,14620
inlet,en,,,,,,22557,,
inlet,en,,,,,,,,3512
inlets,en,,,,,,22558,,
inmate,en,,,,,,3384,,
inmate,en,,,,,,,,16721
inn,en,,,,,,5340,,
inn,en,,,,,,328,,
inn,en,,,,,,,,3104
inner,en,,,,,,23358,,
inner,en,,,,,,,,5831
inning,en,,,,,,23382,,
inning,en,,,,,,,,5906
innocence,en,,,,,,15738,,
innocence,en,,,,,,,,10514
innocent,en,,,,,,15739,,
innocent,en,,,,,,,,10512
innovate,en,,,,,,501,,
innovation,en,,,,,,502,,
innovator,en,,,,,,503,,
inquire,en,,,,,,26921,,
inquire,en,,,,,,9646,,
inquire,en,,,,,,,,7965
inquire,en,,,,,,,,628
inquiry,en,,,,,,26922,,
inquiry,en,,,,,,9647,,
inquiry,en,,,,,,,,7958
inquiry,en,,,,,,,,629
insect,en,,,,,,1305,,
insecticide,en,,,1384,,,,,
insecure,en,,,,,,3245,,
insecure,en,,,,,,,,12446
insensitive,en,,,,,,29426,,
insensitive,en,,,,,,,,6550
insert,en,,,,,,25624,,
insert,en,,,,,,,,1090
insertion,en,,,,,,25625,,
insertion,en,,,,,,,,1091
inside,en,,,,,,23360,,
inside,en,,,,,,23359,,
inside,en,,,,,,17945,,
inside,en,,,,,,,,17222
inside,en,,,,,,,,5829
inside,en,,,,,,,,8850
inside forward,en,,,,,,2262,,
insidious,en,,,,,,22017,,
insidious,en,,,,,,,,10386
insightful,en,,,,,,21821,,
insightful,en,,,,,,,,406
insightfully,en,,,,,,21822,,
insightfully,en,,,,,,,,13451
insipid,en,,,,,,7651,,
insipid,en,,,,,,,,4976
insist,en,,,,,,30896,,
insist,en,,,,,,,,725
insistence,en,,,,,,30897,,
insistence,en,,,,,,,,6204
insole,en,,,,,,8002,,
insole,en,,,,,,,,3991
inspect,en,,,,,,17522,,
inspect,en,,,,,,,,11265
inspection,en,,,,,,17523,,
inspection,en,,,,,,,,11268
inspector,en,,,,,,28397,,
inspector,en,,,,,,,,4291
inspiration,en,,,,,,31541,,
inspiration,en,,,,,,,,10443
inspire,en,,,,,,31542,,
inspire,en,,,,,,4470,,
inspire,en,,,,,,,,11966
inspire,en,,,,,,,,10440
inspissate,en,,,,,,6572,,
inspissate,en,,,,,,,,12020
instability,en,,,,,,26087,,
instability,en,,,,,,,,18549
install,en,,,,,,17528,,
install,en,,,,,,7359,,
install,en,,,,101,,,,
install,en,,,,118,,,,
install,en,,,,,,,,13668
install,en,,,,,,,,12372
installation,en,,,,,,19319,,
installation,en,,,,,,17529,,
installation,en,,,,,,,,12373
installation,en,,,,,,,,10713
instance,en,,,,,,17535,,
instance,en,,,,,,,,6915
instigate,en,,,,,,7199,,
instigate,en,,,,,,,,12105
institute,en,,,,,,19320,,
institute,en,,,,,,13152,,
frappant,fr,,,,,,31252,,
frappe,fr,,,,260,,,,
frapper,fr,,,,,,18305,,
frayer,fr,,,669,,,,,
semanal,pt,,,,,,15116,,
semanalmente,pt,,,,,,15117,,
semântica,pt,,,,,,14032,,
semblante,pt,,,,,,13809,,
semear,pt,,,,,,25676,,
semelhança,pt,,,,,,29006,,
semelhante,pt,,,,,,29007,,
semelhantemente,pt,,,,,,29008,,
semente,pt,,,,,,25702,,
semestre,pt,,,,,,15118,,
semi,pt,,,,,,11983,,
semifinais,pt,,,,,,11984,,
seminário,pt,,,,,,19236,,
seminário,pt,,,,,,11207,,
sempre,pt,,,,,,15119,,
senador,pt,,,,,,24667,,
senhor,pt,,,,,,24259,,
senhor,pt,,,,,,23949,,
senhora,pt,,,,,,23950,,
sensação,pt,,,,,,33663,,
sensação,pt,,,,,,28711,,
sensação,pt,,,,,,25087,,
sensação,pt,,,,,,13949,,
sensação,pt,,,,,,543,,
sensação de desmaio,pt,,,,,,32240,,
sensação febril,pt,,,,,,32241,,
sensacional,pt,,,,,,10445,,
sensibilidade,pt,,,,,,32242,,
sensibilidade,pt,,,,,,25481,,
sensibilidade,pt,,,,,,21762,,
sensível,pt,,,,,,21763,,
sensível,pt,,,,,,18777,,
sensível,pt,,,,,,10201,,
sentado,pt,,,,,,26003,,
sentar,pt,,,,,,26004,,
sentar,pt,,,,,,3927,,
sentença,pt,,,,,,32676,,
sentença,pt,,,,,,18553,,
sentenciar,pt,,,,,,28751,,
sentido,pt,,,,,,27066,,
sentido,pt,,,,,,18921,,
sentimento,pt,,,,,,13950,,
sentir,pt,,,,,,28712,,
sentir,pt,,,,,,25088,,
sentir,pt,,,,,,24985,,
sentir,pt,,,,,,13951,,
sentir aversão,pt,,,,,,13503,,
separação,pt,,,,,,28760,,
separado,pt,,,,,,26958,,
separar,pt,,,,,,26959,,
separar,pt,,,,,,15010,,
separar,pt,,,,,,3188,,
separatista,pt,,,,,,15251,,
sequela,pt,,,,,,20893,,
sequelado,pt,,,,,,20894,,
sequência,pt,,,,,,28780,,
sequência,pt,,,,,,686,,
sequer,pt,,,,,,22699,,
sequestrador,pt,,,,,,25543,,
sequestrar,pt,,,,,,18322,,
sequestro,pt,,,,,,25544,,
sequestro,pt,,,,,,18323,,
ser,pt,,,,,,33944,,
ser,pt,,,,,,26723,,
ser,pt,,,,,,25146,,
ser,pt,,,,,,23951,,
ser,pt,,,,,,21192,,
ser,pt,,,,,,16839,,
ser,pt,,,,,,14632,,
ser,pt,,,,,,12912,,
ser,pt,,,,,,11120,,
ser,pt,,,,,,10568,,
ser,pt,,,,,,6133,,
ser,pt,,,,,,3241,,
ser como,pt,,,,,,30847,,
ser humano,pt,,,,,,23849,,
ser suficiente,pt,,,,,,31813,,
ser vivo,pt,,,,,,23850,,
sereno,pt,,,,,,13504,,
série,pt,,,,,,30274,,
série,pt,,,,,,28781,,
série,pt,,,,,,26867,,
seringa,pt,,,,,,3928,,
seringar,pt,,,,,,3929,,
material,es,,,,,,12619,,
mato,es,,,,,,3639,,
matrimonio,es,,,,,,25259,,
mayonesa,es,,,,,,17022,,
mayorista,es,,,,,,5560,,
maza,es,,,,,,29998,,
mear,es,,,,,,13101,,
mear,es,,,,,,6177,,
mear,es,,,,,,,509,
mearse,es,,,,,,,517,
meca,es,,,,,,19131,,
mecánico,es,,,,,,24394,,
mecer,es,,,,,,7131,,
mecer,es,,,,,,,240,
medalla,es,,,,,,7231,,
media luna,es,,,,,,30419,,
media pensión,es,,,,,,33344,,
mediapunta,es,,,,,,2078,,
medico,es,,,,,,24395,,
médico,es,,,,,,8057,,
medio,es,,,,,,2081,,
medio campo,es,,,,,,30420,,
medio melé,es,,,,,,2079,,
medio scrum,es,,,,,,2080,,
medio tiempo,es,,,,,,30253,,
mediocampista,es,,,,,,2082,,
mediocentro,es,,,,,,2083,,
meditar,es,,,,,,8146,,
meditar,es,,,,,,,301,
médium,es,,,,,,24396,,
memorización,es,,,,,,21714,,
memorización,es,,,,,,,719,
memorizar,es,,,,,,21715,,
memorizar,es,,,,,,,720,
menospreciar,es,,,,,,18150,,
menospreciar,es,,,,,,,696,
mercado,es,,,,,,10878,,
merey,es,,,,,,17023,,
merienda,es,,,,,,33345,,
mermelada,es,,,,,,14374,,
merodear,es,,,,,,23665,,
merodear,es,,,,,,,802,
mesa,es,,,,,,15309,,
meseta,es,,,,,,22343,,
meta,es,,,,,,29999,,
metal,es,,,,,,31582,,
meter,es,,,,,,25561,,
meter,es,,,,,,,846,
metro,es,,,,,,20363,,
metro,es,,,,,,20167,,
metrópoli,es,,,,,,25783,,
mexicano,es,,,,,,24102,,
mezquita,es,,,,,,4995,,
miel,es,,,,,,17024,,
miles,es,,,,,,26760,,
milkshake,es,,,,,,14375,,
ministro,es,,,,,,24397,,
mirador,es,,,,,,22344,,
mirador,es,,,,,,4996,,
mirar,es,,,,,,24938,,
mirar,es,,,,,,9686,,
mirar,es,,,,,,,813,
mirar_fijamente,es,,,,,,,814,
misionero,es,,,,,,24398,,
mitigar,es,,,277,,,,,
modificación,es,,,,,,6527,,
modificación,es,,,,,,,191,
modificar,es,,,,,,6528,,
modificar,es,,,,,,,192,
mojado,es,,,,,,3595,,
mojado,es,,,,,,,138,
mojar,es,,,,,,29216,,
mojar,es,,,,,,7022,,
mojar,es,,,,,,,227,
mojar,es,,,,,,,995,
mojarse,es,,,,,,,110,
molestar,es,,,,,,30955,,
molestar,es,,,,,,,567,
molondrón,es,,,,,,17025,,
monasterio,es,,,,,,4997,,
monja,es,,,,,,24399,,
monje,es,,,,,,24400,,
mono,es,,,,,,1172,,
monopatinaje,es,,,,,,29712,,
institute,en,,,,,,,,14982
institute,en,,,,,,,,13770
institution,en,,,,,,19321,,
institution,en,,,,,,17557,,
institution,en,,,,,,,,12614
institutional,en,,,,,,17558,,
institutional,en,,,,,,,,12615
institutionalization,en,,,,,,17552,,
institutionalization,en,,,,,,,,12714
institutionalize,en,,,,,,17553,,
institutionalize,en,,,,,,,,12713
instruct,en,,,,,,27724,,
instruct,en,,,,,,11904,,
instruct,en,,,,,,,,10556
instruct,en,,,,,,,,17184
instruction,en,,,,,,11905,,
frayère,fr,,,914,,,,,
seringueiro,pt,,,,,,24668,,
sério,pt,,,,,,31232,,
sério,pt,,,,,,12222,,
sermão,pt,,,,,,30848,,
serpear,pt,,,,,,22076,,
serpente,pt,,,,,,1245,,
serpentear,pt,,,,,,23698,,
serpentear,pt,,,,,,22077,,
serra,pt,,,,,,15538,,
serra,pt,,,,,,15227,,
serra de cozinha,pt,,,,,,34309,,
instruction,en,,,,,,,,10830
instructor,en,,,,,,24802,,
instructor,en,,,,,,8124,,
instrument,en,,,,,,,,2205
instrumental,en,,,,,,16208,,
instrumental,en,,,,,,,,13147
instrumentalist,en,,,,,,24803,,
insufficiency,en,,,,,,31829,,
insufficiency,en,,,,,,,,5990
insufficient,en,,,,,,31830,,
insufficient,en,,,,,,,,5986
insufficiently,en,,,,,,31831,,
insufficiently,en,,,,,,,,5987
insufflate,en,,,,,,4471,,
insufflate,en,,,,,,,,11967
insulate,en,,,,,,26646,,
insulate,en,,,,,,,,12792
insult,en,,,,,,6642,,
insult,en,,,,,,6641,,
insult,en,,,,,,,,14867
insult,en,,,,,,,,14952
insulting,en,,,,,,31354,,
insulting,en,,,,,,,,14951
insurge,en,,,,,,27092,,
insurge,en,,,,,,,,16537
insurgence,en,,,,,,27271,,
insurgence,en,,,,,,27093,,
insurgence,en,,,,,,,,16424
insurgency,en,,,,,,27094,,
insurgency,en,,,,,,,,16425
insurgent,en,,,,,,27272,,
fréquenter,fr,,,,,,15133,,
fréquenter,fr,,,1487,,,,,
froid,fr,,,44,,,,,
futur,fr,,,,,,1058,,
gagnant,fr,,,,,,14186,,
garçon,fr,,,,,,23958,,
gardien de but,fr,,,,,,2223,,
serraria,pt,,,,,,19237,,
sertão,pt,,,,,,22457,,
sertralina,pt,,,,,,21621,,
servente,pt,,,,,,24669,,
serviço,pt,,,,,,34888,,
serviço,pt,,,,,,33362,,
serviço,pt,,,,,,26677,,
serviço,pt,,,,,,19240,,
serviço,pt,,,,,,16524,,
serviço,pt,,,,,,14956,,
serviço,pt,,,,,,8511,,
serviço de ajuste de roupas,pt,,,,,,5759,,
serviço de alinhamento e balanceamento,pt,,,,,,5760,,
serviço de atendimento móvel de urgência,pt,,,,,,34029,,
serviço de informação ao cidadão,pt,,,,,,26675,,
monseñor,es,,,,,,24401,,
montaña,es,,,,,,22345,,
montar_en_cólera,es,,,,,,,577,
monte,es,,,,,,22346,,
monumento,es,,,,,,19132,,
insurgent,en,,,,,,27095,,
insurgent,en,,,,,,,,16427
insurrection,en,,,,,,27273,,
insurrection,en,,,,,,7360,,
insurrection,en,,,,,,,,1565
integrated,en,,,,,,16316,,
integrated,en,,,,,,,,13247
intel,en,,,,,,16743,,
intel,en,,,,,,,,12539
intelligence,en,,,,,,23216,,
intelligence,en,,,,,,16744,,
intelligence,en,,,,,,,,12538
intelligence,en,,,,,,,,13384
intelligent,en,,,,,,21823,,
intelligent,en,,,,,,,,407
intelligible,en,,,,,,15663,,
intelligible,en,,,,,,,,10162
intend,en,,,,,,26739,,
intend,en,,,,,,,,10717
intense,en,,,,,,11724,,
serviço de pronto atendimento,pt,,,,,,19238,,
serviço de saúde mental,pt,,,,,,5204,,
serviço de transporte,pt,,,,,,33492,,
serviço de verificação de óbito,pt,,,,,,19239,,
intense,en,,,826,,,,,
intense,en,,,,,,,,18294
intensification,en,,,386,,,,,
serviço público,pt,,,,,,26676,,
intensify,en,,,256,,,,,
intensify,en,,,387,,,,,
intension,en,,,,,,18932,,
serviço público,pt,,,,,,5761,,
serviço veterinário de emergência,pt,,,,,,5762,,
servido,pt,,,,,,31909,,
servidor,pt,,,,,,24670,,
servidor,pt,,,,,,2204,,
servir,pt,,,,,,33897,,
intension,en,,,,,,,,7487
intensity,en,,,,,,11725,,
intensity,en,,,827,,,,,
intensity,en,,,,,,,,18295
intent,en,,,,,,26740,,
intent,en,,,,,,,,13806
intention,en,,,,,,26741,,
intention,en,,,,,,,,10718
servir,pt,,,,,,31910,,
servir,pt,,,,,,31870,,
interact,en,,,,,,545,,
intercept,en,,,,,,17920,,
intercept,en,,,,,,17864,,
intercept,en,,,,,,,,12310
interception,en,,,,,,17921,,
interception,en,,,,,,17865,,
interception,en,,,,,,,,12326
intercontinental,en,,,,,,26991,,
intercontinental,en,,,,,,,,12568
intercourse,en,,,,,,28839,,
moqueca,es,,,,,,14377,,
moqueca capixaba,es,,,,,,14376,,
moriche,es,,,,,,17026,,
morro,es,,,,,,22347,,
mosquito,es,,,,,,1173,,
mostrar,es,,,,,,28223,,
mostrar,es,,,,,,2778,,
motel,es,,,,,,252,,
moto,es,,,,,,20168,,
motocicleta,es,,,,,,20169,,
mousse,es,,,,,,14378,,
mujer,es,,,,,,23802,,
intercourse,en,,,,,,,,17945
intercropping,en,,,742,,,,,
interest,en,,,,,,31042,,
interest,en,,,,,,21869,,
multa,es,,,,,,14173,,
multa,es,,,,,,,601,
multar,es,,,,,,14174,,
multar,es,,,,,,,602,
interest,en,,,,,,12367,,
interest,en,,,,,,,,8988
interest,en,,,,,,,,6471
interested,en,,,,,,21870,,
interested,en,,,,,,13561,,
servir,pt,,,,,,31814,,
servir,pt,,,,,,28792,,
servir,pt,,,,,,22971,,
servir,pt,,,,,,16525,,
servir,pt,,,,,,15299,,
servir,pt,,,,,,14957,,
sessenta,pt,,,,,,6235,,
set,pt,,,,,,30275,,
set point,pt,,,,,,34660,,
sete,pt,,,,,,6236,,
setembro,pt,,,,,,5978,,
interested,en,,,,,,10661,,
interested,en,,,,,,,,8737
interested,en,,,,,,,,8746
interested,en,,,,,,,,14894
interesting,en,,,,,,21887,,
interesting,en,,,,,,,,14920
interfere,en,,,,,,15918,,
interfere,en,,,,,,,,8113
interference,en,,,,,,16380,,
interference,en,,,,,,15919,,
interference,en,,,,,,,,10890
interim,en,,,,,,11679,,
interim,en,,,,,,,,1718
interior,en,,,,,,23362,,
interior,en,,,,,,23361,,
interior,en,,,,,,19322,,
interior,en,,,,,,,,8851
interior,en,,,,,,,,8852
interlocutor,en,,,,,,11224,,
interlocutor,en,,,,,,,,4012
intermittent,en,,,,,,15166,,
intermittent,en,,,,,,,,1732
intermix,en,,,,,,6988,,
intermix,en,,,,,,1094,,
intermix,en,,,,,,,,9550
intermix,en,,,,,,,,4835
intern,en,,,,,,10743,,
intern,en,,,,,,,,5686
internal,en,,,,,,23363,,
international,en,,,,,,25858,,
international,en,,,,,,14978,,
international,en,,,,,,,,12420
international,en,,,,,,,,10238
international agreement,en,,,,,,11541,,
internationally,en,,,,,,25859,,
internationally,en,,,,,,,,13543
internet service provider,en,,,,,,5859,,
internment,en,,,,,,10744,,
internment,en,,,,,,,,5687
interpret,en,,,,,,6395,,
interpret,en,,,,,,,,194
interpretation,en,,,,,,6396,,
interpretation,en,,,,,,,,195
interrogate,en,,,,,,26923,,
interrogate,en,,,,,,,,630
interrogation,en,,,,,,26924,,
interrogation,en,,,,,,,,631
